기준_년_분기_코드,상권_코드,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균
2020_1,1000930,LL,다이나믹,88,46,110,54
2020_1,1000929,LL,다이나믹,91,39,110,54
2020_1,1000928,HH,정체,123,61,110,54
2020_1,1000927,LL,다이나믹,90,46,110,54
2020_1,1000926,LL,다이나믹,76,45,110,54
2020_1,1000925,LH,상권확장,98,58,110,54
2020_1,1000924,LL,다이나믹,98,46,110,54
2020_1,1000923,LL,다이나믹,93,44,110,54
2020_1,1000922,LL,다이나믹,88,46,110,54
2020_1,1000921,LL,다이나믹,102,47,110,54
2020_1,1000920,LL,다이나믹,92,47,110,54
2020_1,1000919,LL,다이나믹,90,49,110,54
2020_1,1000918,LL,다이나믹,85,52,110,54
2020_1,1000917,LL,다이나믹,99,48,110,54
2020_1,1000916,LL,다이나믹,101,45,110,54
2020_1,1000915,LL,다이나믹,108,43,110,54
2020_1,1000914,LL,다이나믹,105,50,110,54
2020_1,1000913,LL,다이나믹,91,46,110,54
2020_1,1000912,LH,상권확장,92,54,110,54
2020_1,1000911,LL,다이나믹,83,47,110,54
2020_1,1000910,LL,다이나믹,94,49,110,54
2020_1,1000909,LH,상권확장,82,54,110,54
2020_1,1000908,LL,다이나믹,82,50,110,54
2020_1,1000907,LL,다이나믹,97,52,110,54
2020_1,1000906,LL,다이나믹,72,49,110,54
2020_1,1000905,LL,다이나믹,70,45,110,54
2020_1,1000904,LL,다이나믹,109,47,110,54
2020_1,1000903,HL,상권축소,130,50,110,54
2020_1,1000902,HL,상권축소,114,49,110,54
2020_1,1000901,LL,다이나믹,107,49,110,54
2020_1,1000900,HL,상권축소,118,53,110,54
2020_1,1000899,LL,다이나믹,83,45,110,54
2020_1,1000898,LH,상권확장,99,54,110,54
2020_1,1000897,LL,다이나믹,96,43,110,54
2020_1,1000896,LL,다이나믹,94,49,110,54
2020_1,1000895,LL,다이나믹,109,47,110,54
2020_1,1000894,LL,다이나믹,98,45,110,54
2020_1,1000893,LL,다이나믹,96,51,110,54
2020_1,1000892,HL,상권축소,124,53,110,54
2020_1,1000891,HL,상권축소,113,52,110,54
2020_1,1000890,HL,상권축소,117,49,110,54
2020_1,1000889,HL,상권축소,118,52,110,54
2020_1,1000888,HL,상권축소,114,50,110,54
2020_1,1000887,LH,상권확장,101,55,110,54
2020_1,1000886,LL,다이나믹,91,43,110,54
2020_1,1000885,HL,상권축소,129,49,110,54
2020_1,1000884,LL,다이나믹,99,51,110,54
2020_1,1000883,LL,다이나믹,99,48,110,54
2020_1,1000882,HL,상권축소,129,53,110,54
2020_1,1000881,LL,다이나믹,96,50,110,54
2020_1,1000880,HL,상권축소,114,50,110,54
2020_1,1000879,LL,다이나믹,98,51,110,54
2020_1,1000878,LL,다이나믹,99,49,110,54
2020_1,1000877,LL,다이나믹,103,47,110,54
2020_1,1000876,HL,상권축소,112,52,110,54
2020_1,1000875,LH,상권확장,109,54,110,54
2020_1,1000874,HH,정체,117,77,110,54
2020_1,1000873,HL,상권축소,114,52,110,54
2020_1,1000872,LH,상권확장,105,54,110,54
2020_1,1000871,HH,정체,121,58,110,54
2020_1,1000870,HH,정체,120,55,110,54
2020_1,1000869,HH,정체,127,58,110,54
2020_1,1000868,LL,다이나믹,99,43,110,54
2020_1,1000867,HH,정체,124,55,110,54
2020_1,1000866,LL,다이나믹,104,51,110,54
2020_1,1000865,LL,다이나믹,105,53,110,54
2020_1,1000864,LH,상권확장,101,54,110,54
2020_1,1000863,HL,상권축소,119,52,110,54
2020_1,1000862,LH,상권확장,103,54,110,54
2020_1,1000861,HL,상권축소,122,49,110,54
2020_1,1000860,HL,상권축소,119,46,110,54
2020_1,1000859,HL,상권축소,113,52,110,54
2020_1,1000858,LL,다이나믹,99,52,110,54
2020_1,1000857,LL,다이나믹,110,49,110,54
2020_1,1000856,HH,정체,127,56,110,54
2020_1,1000855,LL,다이나믹,91,48,110,54
2020_1,1000854,HH,정체,118,58,110,54
2020_1,1000853,HL,상권축소,136,51,110,54
2020_1,1000852,HL,상권축소,116,54,110,54
2020_1,1000851,HL,상권축소,118,53,110,54
2020_1,1000850,LL,다이나믹,110,48,110,54
2020_1,1000849,HL,상권축소,126,51,110,54
2020_1,1000848,HH,정체,136,59,110,54
2020_1,1000847,LL,다이나믹,109,49,110,54
2020_1,1000846,LL,다이나믹,103,53,110,54
2020_1,1000845,LL,다이나믹,109,48,110,54
2020_1,1000844,HL,상권축소,119,53,110,54
2020_1,1000843,HH,정체,166,71,110,54
2020_1,1000842,HH,정체,127,63,110,54
2020_1,1000841,HH,정체,122,77,110,54
2020_1,1000840,HH,정체,148,56,110,54
2020_1,1000839,LL,다이나믹,96,48,110,54
2020_1,1000838,LH,상권확장,104,58,110,54
2020_1,1000837,LL,다이나믹,100,48,110,54
2020_1,1000836,LL,다이나믹,101,51,110,54
2020_1,1000835,LH,상권확장,109,59,110,54
2020_1,1000834,HL,상권축소,115,50,110,54
2020_1,1000833,LL,다이나믹,107,50,110,54
2020_1,1000832,LH,상권확장,93,54,110,54
2020_1,1000831,HL,상권축소,125,50,110,54
2020_1,1000830,HL,상권축소,121,50,110,54
2020_1,1000829,HL,상권축소,119,50,110,54
2020_1,1000828,LL,다이나믹,82,46,110,54
2020_1,1000827,HL,상권축소,113,47,110,54
2020_1,1000826,HH,정체,121,56,110,54
2020_1,1000825,LL,다이나믹,97,47,110,54
2020_1,1000824,LL,다이나믹,101,47,110,54
2020_1,1000823,LL,다이나믹,97,51,110,54
2020_1,1000822,LH,상권확장,92,56,110,54
2020_1,1000821,LL,다이나믹,102,48,110,54
2020_1,1000820,LL,다이나믹,92,45,110,54
2020_1,1000819,HH,정체,169,61,110,54
2020_1,1000818,LH,상권확장,107,57,110,54
2020_1,1000817,HH,정체,128,56,110,54
2020_1,1000816,LL,다이나믹,90,53,110,54
2020_1,1000815,LL,다이나믹,100,53,110,54
2020_1,1000814,LL,다이나믹,98,53,110,54
2020_1,1000813,LH,상권확장,97,58,110,54
2020_1,1000812,LL,다이나믹,95,50,110,54
2020_1,1000811,LL,다이나믹,89,44,110,54
2020_1,1000810,LL,다이나믹,90,53,110,54
2020_1,1000809,HL,상권축소,110,51,110,54
2020_1,1000808,HH,정체,112,63,110,54
2020_1,1000807,HH,정체,121,56,110,54
2020_1,1000806,LL,다이나믹,89,47,110,54
2020_1,1000805,HH,정체,145,96,110,54
2020_1,1000804,LH,상권확장,107,57,110,54
2020_1,1000803,LL,다이나믹,101,50,110,54
2020_1,1000802,HH,정체,125,59,110,54
2020_1,1000801,HH,정체,125,59,110,54
2020_1,1000800,HL,상권축소,115,51,110,54
2020_1,1000799,LL,다이나믹,70,51,110,54
2020_1,1000798,HL,상권축소,115,52,110,54
2020_1,1000797,LL,다이나믹,105,50,110,54
2020_1,1000796,LL,다이나믹,109,49,110,54
2020_1,1000795,HL,상권축소,116,53,110,54
2020_1,1000794,LL,다이나믹,103,53,110,54
2020_1,1000793,LL,다이나믹,109,51,110,54
2020_1,1000792,LL,다이나믹,96,44,110,54
2020_1,1000791,HH,정체,125,62,110,54
2020_1,1000790,HH,정체,131,56,110,54
2020_1,1000789,HH,정체,145,56,110,54
2020_1,1000788,LH,상권확장,92,57,110,54
2020_1,1000787,HL,상권축소,128,51,110,54
2020_1,1000786,HL,상권축소,120,49,110,54
2020_1,1000785,LH,상권확장,100,57,110,54
2020_1,1000784,LH,상권확장,107,62,110,54
2020_1,1000783,LL,다이나믹,92,48,110,54
2020_1,1000782,HH,정체,116,55,110,54
2020_1,1000781,LL,다이나믹,92,53,110,54
2020_1,1000780,LH,상권확장,89,56,110,54
2020_1,1000779,LL,다이나믹,87,50,110,54
2020_1,1000778,LH,상권확장,99,65,110,54
2020_1,1000777,LH,상권확장,109,61,110,54
2020_1,1000776,HH,정체,151,67,110,54
2020_1,1000775,HH,정체,162,66,110,54
2020_1,1000774,LH,상권확장,96,64,110,54
2020_1,1000773,HL,상권축소,119,52,110,54
2020_1,1000772,LL,다이나믹,108,50,110,54
2020_1,1000771,LL,다이나믹,95,46,110,54
2020_1,1000770,LL,다이나믹,106,53,110,54
2020_1,1000769,LH,상권확장,93,54,110,54
2020_1,1000768,HL,상권축소,125,53,110,54
2020_1,1000767,LH,상권확장,100,58,110,54
2020_1,1000766,HL,상권축소,122,51,110,54
2020_1,1000765,HH,정체,145,60,110,54
2020_1,1000764,HH,정체,118,61,110,54
2020_1,1000763,LH,상권확장,96,69,110,54
2020_1,1000762,HH,정체,168,93,110,54
2020_1,1000761,LH,상권확장,88,55,110,54
2020_1,1000760,LH,상권확장,91,56,110,54
2020_1,1000759,LL,다이나믹,108,51,110,54
2020_1,1000758,HH,정체,133,59,110,54
2020_1,1000757,HL,상권축소,112,52,110,54
2020_1,1000756,HL,상권축소,116,52,110,54
2020_1,1000755,LL,다이나믹,95,45,110,54
2020_1,1000754,LL,다이나믹,108,50,110,54
2020_1,1000753,HL,상권축소,131,50,110,54
2020_1,1000752,LL,다이나믹,93,44,110,54
2020_1,1000751,LH,상권확장,108,58,110,54
2020_1,1000750,HH,정체,131,62,110,54
2020_1,1000749,HH,정체,116,57,110,54
2020_1,1000748,HH,정체,117,54,110,54
2020_1,1000747,LL,다이나믹,98,47,110,54
2020_1,1000746,LH,상권확장,102,62,110,54
2020_1,1000745,LH,상권확장,94,54,110,54
2020_1,1000744,HL,상권축소,135,49,110,54
2020_1,1000743,LL,다이나믹,95,52,110,54
2020_1,1000742,LH,상권확장,109,57,110,54
2020_1,1000741,HL,상권축소,113,52,110,54
2020_1,1000740,HH,정체,117,54,110,54
2020_1,1000739,LL,다이나믹,110,48,110,54
2020_1,1000738,LL,다이나믹,98,49,110,54
2020_1,1000737,HL,상권축소,113,53,110,54
2020_1,1000736,HH,정체,123,65,110,54
2020_1,1000735,HH,정체,116,55,110,54
2020_1,1000734,LL,다이나믹,104,46,110,54
2020_1,1000733,HL,상권축소,122,51,110,54
2020_1,1000732,LH,상권확장,93,58,110,54
2020_1,1000731,HH,정체,127,54,110,54
2020_1,1000730,HL,상권축소,115,52,110,54
2020_1,1000729,HH,정체,113,66,110,54
2020_1,1000728,HL,상권축소,117,53,110,54
2020_1,1000727,HL,상권축소,146,51,110,54
2020_1,1000726,LL,다이나믹,107,53,110,54
2020_1,1000725,HH,정체,127,64,110,54
2020_1,1000724,HH,정체,111,58,110,54
2020_1,1000723,HL,상권축소,126,50,110,54
2020_1,1000722,HH,정체,130,59,110,54
2020_1,1000721,HH,정체,115,62,110,54
2020_1,1000720,LL,다이나믹,85,50,110,54
2020_1,1000719,LL,다이나믹,106,49,110,54
2020_1,1000718,HL,상권축소,117,46,110,54
2020_1,1000717,HH,정체,120,57,110,54
2020_1,1000716,HH,정체,118,80,110,54
2020_1,1000715,HH,정체,113,58,110,54
2020_1,1000714,HL,상권축소,126,45,110,54
2020_1,1000713,LH,상권확장,106,58,110,54
2020_1,1000712,LL,다이나믹,100,53,110,54
2020_1,1000711,HL,상권축소,132,52,110,54
2020_1,1000710,HL,상권축소,126,53,110,54
2020_1,1000709,HH,정체,159,58,110,54
2020_1,1000708,LL,다이나믹,104,48,110,54
2020_1,1000707,LL,다이나믹,80,47,110,54
2020_1,1000706,HH,정체,121,55,110,54
2020_1,1000705,HH,정체,136,55,110,54
2020_1,1000704,HL,상권축소,121,52,110,54
2020_1,1000703,LH,상권확장,102,55,110,54
2020_1,1000702,LL,다이나믹,99,44,110,54
2020_1,1000701,HH,정체,143,54,110,54
2020_1,1000700,HH,정체,129,65,110,54
2020_1,1000699,LH,상권확장,92,55,110,54
2020_1,1000698,HH,정체,140,54,110,54
2020_1,1000697,HL,상권축소,126,40,110,54
2020_1,1000696,HH,정체,131,54,110,54
2020_1,1000695,HL,상권축소,124,50,110,54
2020_1,1000694,HL,상권축소,127,47,110,54
2020_1,1000693,LL,다이나믹,85,43,110,54
2020_1,1000692,LL,다이나믹,105,50,110,54
2020_1,1000691,LL,다이나믹,108,53,110,54
2020_1,1000690,LL,다이나믹,98,53,110,54
2020_1,1000689,LL,다이나믹,96,49,110,54
2020_1,1000688,LH,상권확장,104,57,110,54
2020_1,1000687,HH,정체,149,62,110,54
2020_1,1000686,LL,다이나믹,105,52,110,54
2020_1,1000685,HH,정체,115,77,110,54
2020_1,1000684,LH,상권확장,95,58,110,54
2020_1,1000683,LL,다이나믹,107,52,110,54
2020_1,1000682,HL,상권축소,111,52,110,54
2020_1,1000681,HH,정체,123,54,110,54
2020_1,1000680,HH,정체,127,54,110,54
2020_1,1000679,LL,다이나믹,106,51,110,54
2020_1,1000678,LL,다이나믹,91,51,110,54
2020_1,1000677,HH,정체,127,61,110,54
2020_1,1000676,HH,정체,140,67,110,54
2020_1,1000675,LL,다이나믹,110,49,110,54
2020_1,1000674,HL,상권축소,116,47,110,54
2020_1,1000673,HL,상권축소,115,49,110,54
2020_1,1000672,HL,상권축소,112,48,110,54
2020_1,1000671,LL,다이나믹,94,48,110,54
2020_1,1000670,LH,상권확장,105,59,110,54
2020_1,1000669,HH,정체,113,55,110,54
2020_1,1000668,HH,정체,126,62,110,54
2020_1,1000667,HL,상권축소,111,45,110,54
2020_1,1000666,LL,다이나믹,101,50,110,54
2020_1,1000665,HH,정체,114,54,110,54
2020_1,1000664,LH,상권확장,105,58,110,54
2020_1,1000663,HH,정체,122,55,110,54
2020_1,1000662,LL,다이나믹,97,47,110,54
2020_1,1000661,LL,다이나믹,105,46,110,54
2020_1,1000660,HL,상권축소,128,51,110,54
2020_1,1000659,LL,다이나믹,108,46,110,54
2020_1,1000658,LL,다이나믹,109,53,110,54
2020_1,1000657,LH,상권확장,109,62,110,54
2020_1,1000656,HL,상권축소,110,45,110,54
2020_1,1000655,HL,상권축소,115,52,110,54
2020_1,1000654,HH,정체,120,56,110,54
2020_1,1000653,LL,다이나믹,108,50,110,54
2020_1,1000652,LL,다이나믹,89,51,110,54
2020_1,1000651,LH,상권확장,98,65,110,54
2020_1,1000650,LL,다이나믹,109,51,110,54
2020_1,1000649,HH,정체,132,67,110,54
2020_1,1000648,LL,다이나믹,88,50,110,54
2020_1,1000647,HH,정체,115,63,110,54
2020_1,1000646,HH,정체,111,57,110,54
2020_1,1000645,LL,다이나믹,90,47,110,54
2020_1,1000644,LL,다이나믹,97,52,110,54
2020_1,1000643,LL,다이나믹,72,50,110,54
2020_1,1000642,LH,상권확장,98,56,110,54
2020_1,1000641,HH,정체,119,54,110,54
2020_1,1000640,HL,상권축소,123,47,110,54
2020_1,1000639,HL,상권축소,113,52,110,54
2020_1,1000638,HL,상권축소,112,47,110,54
2020_1,1000637,HH,정체,118,58,110,54
2020_1,1000636,HH,정체,119,56,110,54
2020_1,1000635,HL,상권축소,141,49,110,54
2020_1,1000634,HL,상권축소,118,52,110,54
2020_1,1000633,HL,상권축소,125,51,110,54
2020_1,1000632,HL,상권축소,126,48,110,54
2020_1,1000631,HL,상권축소,119,53,110,54
2020_1,1000630,HL,상권축소,120,44,110,54
2020_1,1000629,HL,상권축소,131,52,110,54
2020_1,1000628,HL,상권축소,112,48,110,54
2020_1,1000627,LL,다이나믹,104,45,110,54
2020_1,1000626,LL,다이나믹,107,47,110,54
2020_1,1000625,HH,정체,115,60,110,54
2020_1,1000624,HL,상권축소,116,51,110,54
2020_1,1000623,LH,상권확장,102,55,110,54
2020_1,1000622,LH,상권확장,102,56,110,54
2020_1,1000621,HL,상권축소,120,53,110,54
2020_1,1000620,LL,다이나믹,100,53,110,54
2020_1,1000619,HL,상권축소,113,47,110,54
2020_1,1000618,LL,다이나믹,105,46,110,54
2020_1,1000617,HH,정체,121,56,110,54
2020_1,1000616,HL,상권축소,119,48,110,54
2020_1,1000615,LH,상권확장,106,55,110,54
2020_1,1000614,HH,정체,117,58,110,54
2020_1,1000613,LH,상권확장,106,57,110,54
2020_1,1000612,HL,상권축소,132,48,110,54
2020_1,1000611,HH,정체,124,61,110,54
2020_1,1000610,LL,다이나믹,89,47,110,54
2020_1,1000609,LH,상권확장,104,56,110,54
2020_1,1000608,LL,다이나믹,97,53,110,54
2020_1,1000607,LH,상권확장,86,55,110,54
2020_1,1000606,LL,다이나믹,100,46,110,54
2020_1,1000605,LL,다이나믹,101,52,110,54
2020_1,1000604,LL,다이나믹,95,49,110,54
2020_1,1000603,LL,다이나믹,96,48,110,54
2020_1,1000602,HH,정체,116,54,110,54
2020_1,1000601,HH,정체,118,63,110,54
2020_1,1000600,HL,상권축소,118,53,110,54
2020_1,1000599,HL,상권축소,111,53,110,54
2020_1,1000598,LL,다이나믹,85,53,110,54
2020_1,1000597,HH,정체,113,58,110,54
2020_1,1000596,LH,상권확장,101,58,110,54
2020_1,1000595,HH,정체,127,56,110,54
2020_1,1000594,LL,다이나믹,97,48,110,54
2020_1,1000593,LL,다이나믹,95,49,110,54
2020_1,1000592,HL,상권축소,119,50,110,54
2020_1,1000591,LL,다이나믹,101,48,110,54
2020_1,1000590,LL,다이나믹,103,52,110,54
2020_1,1000589,LH,상권확장,108,55,110,54
2020_1,1000588,HL,상권축소,114,47,110,54
2020_1,1000587,LL,다이나믹,96,45,110,54
2020_1,1000586,HH,정체,111,56,110,54
2020_1,1000585,LL,다이나믹,109,45,110,54
2020_1,1000584,LL,다이나믹,70,45,110,54
2020_1,1000583,LL,다이나믹,105,43,110,54
2020_1,1000582,LL,다이나믹,108,51,110,54
2020_1,1000581,LL,다이나믹,110,49,110,54
2020_1,1000580,HL,상권축소,111,45,110,54
2020_1,1000579,LL,다이나믹,93,52,110,54
2020_1,1000578,HH,정체,112,54,110,54
2020_1,1000577,LH,상권확장,102,54,110,54
2020_1,1000576,LH,상권확장,99,54,110,54
2020_1,1000575,LL,다이나믹,105,48,110,54
2020_1,1000574,LL,다이나믹,94,51,110,54
2020_1,1000573,LL,다이나믹,102,48,110,54
2020_1,1000572,LH,상권확장,104,56,110,54
2020_1,1000571,LL,다이나믹,85,49,110,54
2020_1,1000570,LL,다이나믹,89,50,110,54
2020_1,1000569,LL,다이나믹,94,48,110,54
2020_1,1000568,HH,정체,137,62,110,54
2020_1,1000567,HL,상권축소,130,52,110,54
2020_1,1000566,LL,다이나믹,100,46,110,54
2020_1,1000565,HL,상권축소,123,50,110,54
2020_1,1000564,LL,다이나믹,91,50,110,54
2020_1,1000563,LL,다이나믹,101,50,110,54
2020_1,1000562,LL,다이나믹,85,52,110,54
2020_1,1000561,LL,다이나믹,93,49,110,54
2020_1,1000560,LL,다이나믹,87,45,110,54
2020_1,1000559,LL,다이나믹,87,49,110,54
2020_1,1000558,LL,다이나믹,98,51,110,54
2020_1,1000557,LL,다이나믹,101,48,110,54
2020_1,1000556,LL,다이나믹,91,48,110,54
2020_1,1000555,LL,다이나믹,107,52,110,54
2020_1,1000554,LL,다이나믹,108,45,110,54
2020_1,1000553,LL,다이나믹,97,49,110,54
2020_1,1000552,LL,다이나믹,110,48,110,54
2020_1,1000551,LH,상권확장,108,56,110,54
2020_1,1000550,HL,상권축소,114,52,110,54
2020_1,1000549,HL,상권축소,118,43,110,54
2020_1,1000548,HH,정체,126,64,110,54
2020_1,1000547,HL,상권축소,112,53,110,54
2020_1,1000546,HH,정체,143,58,110,54
2020_1,1000545,HH,정체,143,54,110,54
2020_1,1000544,HL,상권축소,111,49,110,54
2020_1,1000543,HL,상권축소,113,46,110,54
2020_1,1000542,HH,정체,133,57,110,54
2020_1,1000541,HL,상권축소,113,47,110,54
2020_1,1000540,HL,상권축소,111,51,110,54
2020_1,1000539,LL,다이나믹,108,50,110,54
2020_1,1000538,LL,다이나믹,95,48,110,54
2020_1,1000537,LL,다이나믹,98,49,110,54
2020_1,1000536,LL,다이나믹,107,48,110,54
2020_1,1000535,HH,정체,135,68,110,54
2020_1,1000534,LH,상권확장,103,54,110,54
2020_1,1000533,LL,다이나믹,108,49,110,54
2020_1,1000532,LL,다이나믹,94,50,110,54
2020_1,1000531,LL,다이나믹,104,51,110,54
2020_1,1000530,HL,상권축소,113,44,110,54
2020_1,1000529,LL,다이나믹,103,44,110,54
2020_1,1000528,LL,다이나믹,93,51,110,54
2020_1,1000527,LL,다이나믹,80,51,110,54
2020_1,1000526,LH,상권확장,105,55,110,54
2020_1,1000525,LL,다이나믹,101,45,110,54
2020_1,1000524,HH,정체,120,57,110,54
2020_1,1000523,LL,다이나믹,103,47,110,54
2020_1,1000522,LL,다이나믹,100,48,110,54
2020_1,1000521,LL,다이나믹,101,46,110,54
2020_1,1000520,LL,다이나믹,99,51,110,54
2020_1,1000519,LL,다이나믹,97,49,110,54
2020_1,1000518,LL,다이나믹,95,53,110,54
2020_1,1000517,LH,상권확장,82,55,110,54
2020_1,1000516,HH,정체,125,66,110,54
2020_1,1000515,HL,상권축소,111,52,110,54
2020_1,1000514,LH,상권확장,99,54,110,54
2020_1,1000513,HL,상권축소,132,50,110,54
2020_1,1000512,LH,상권확장,105,56,110,54
2020_1,1000511,HL,상권축소,129,49,110,54
2020_1,1000510,LL,다이나믹,108,46,110,54
2020_1,1000509,HL,상권축소,124,47,110,54
2020_1,1000508,LL,다이나믹,110,47,110,54
2020_1,1000507,HL,상권축소,132,53,110,54
2020_1,1000506,HH,정체,127,61,110,54
2020_1,1000505,LL,다이나믹,94,53,110,54
2020_1,1000504,LL,다이나믹,95,49,110,54
2020_1,1000503,LL,다이나믹,94,46,110,54
2020_1,1000502,LH,상권확장,90,59,110,54
2020_1,1000501,LL,다이나믹,94,49,110,54
2020_1,1000500,LL,다이나믹,86,47,110,54
2020_1,1000499,LL,다이나믹,95,49,110,54
2020_1,1000498,LL,다이나믹,94,51,110,54
2020_1,1000497,LL,다이나믹,76,42,110,54
2020_1,1000496,LL,다이나믹,73,51,110,54
2020_1,1000495,LL,다이나믹,63,40,110,54
2020_1,1000494,LL,다이나믹,60,44,110,54
2020_1,1000493,LL,다이나믹,85,43,110,54
2020_1,1000492,LL,다이나믹,74,50,110,54
2020_1,1000491,LL,다이나믹,88,52,110,54
2020_1,1000490,HL,상권축소,158,52,110,54
2020_1,1000489,HH,정체,127,99,110,54
2020_1,1000488,LL,다이나믹,88,48,110,54
2020_1,1000487,LH,상권확장,104,57,110,54
2020_1,1000486,HH,정체,163,58,110,54
2020_1,1000485,LL,다이나믹,65,51,110,54
2020_1,1000484,LL,다이나믹,99,50,110,54
2020_1,1000483,LL,다이나믹,54,30,110,54
2020_1,1000482,LL,다이나믹,109,52,110,54
2020_1,1000481,LH,상권확장,103,55,110,54
2020_1,1000480,LL,다이나믹,105,50,110,54
2020_1,1000479,LL,다이나믹,107,53,110,54
2020_1,1000478,LH,상권확장,96,60,110,54
2020_1,1000477,LL,다이나믹,72,53,110,54
2020_1,1000476,LL,다이나믹,74,46,110,54
2020_1,1000475,LL,다이나믹,98,46,110,54
2020_1,1000474,HH,정체,122,59,110,54
2020_1,1000473,LL,다이나믹,104,54,110,54
2020_1,1000472,HH,정체,113,60,110,54
2020_1,1000471,LL,다이나믹,94,49,110,54
2020_1,1000470,LL,다이나믹,38,40,110,54
2020_1,1000469,LL,다이나믹,78,46,110,54
2020_1,1000468,LL,다이나믹,88,52,110,54
2020_1,1000467,LL,다이나믹,100,49,110,54
2020_1,1000466,LL,다이나믹,95,50,110,54
2020_1,1000465,LL,다이나믹,76,51,110,54
2020_1,1000464,HH,정체,124,66,110,54
2020_1,1000463,HH,정체,139,66,110,54
2020_1,1000462,LH,상권확장,90,60,110,54
2020_1,1000461,LL,다이나믹,93,47,110,54
2020_1,1000460,HH,정체,130,55,110,54
2020_1,1000459,HH,정체,118,58,110,54
2020_1,1000458,HH,정체,113,57,110,54
2020_1,1000457,HH,정체,112,64,110,54
2020_1,1000456,LH,상권확장,105,75,110,54
2020_1,1000455,HL,상권축소,135,51,110,54
2020_1,1000454,HH,정체,120,59,110,54
2020_1,1000453,HH,정체,142,71,110,54
2020_1,1000452,HH,정체,111,64,110,54
